Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Strand	Chromosome/scaffold name
ENSMUSG00000065919	69586153	69586258	Gm24449	-1	12
ENSMUSG00000065258	26911261	26911334	Gm23969	1	2
ENSMUSG00000088732	43761151	43761463	Gm23894	1	18
ENSMUSG00000098989	107996848	107996916	Mir7223	1	11
ENSMUSG00000094522	59612005	59612083	Gm22912	-1	7
ENSMUSG00000099082	34574151	34574213	Mir7036b	1	5
ENSMUSG00000070063	23785347	23785475	Snora33	-1	10
ENSMUSG00000094310	12940370	12940479	Gm23243	1	5
ENSMUSG00000077433	94328755	94328863	Gm22593	-1	17
ENSMUSG00000098499	35244075	35244135	Mir6975	1	17
ENSMUSG00000064652	32831989	32832116	Gm24165	1	2
ENSMUSG00000065574	112130880	112130955	Mir203	1	12
ENSMUSG00000092746	69516339	69516629	Rn7s6	1	6
ENSMUSG00000093260	10592484	10592566	Gm23415	-1	13
ENSMUSG00000095966	123547265	123547383	n-R5s105	-1	8
ENSMUSG00000105841	32712900	32712972	Mir3960	-1	2
ENSMUSG00000089034	12676933	12677073	Gm22156	1	11
ENSMUSG00000094239	62523408	62523539	Gm24079	-1	5
ENSMUSG00000065226	15314845	15314981	Gm25791	1	9
ENSMUSG00000093180	141346164	141346240	Gm25690	1	4
ENSMUSG00000088500	18730217	18730548	Gm24419	-1	4
ENSMUSG00000088268	72971179	72971264	Gm24776	-1	5
ENSMUSG00000064545	109682384	109682458	Gm22981	1	12
ENSMUSG00000077456	71848076	71848206	Gm22927	-1	11
ENSMUSG00000064689	16953395	16953501	Gm25815	-1	7
ENSMUSG00000087954	64144248	64144381	Gm22559	1	5
ENSMUSG00000077603	59672990	59673120	Gm22673	1	12
ENSMUSG00000088523	44601833	44601939	Gm26089	1	8
ENSMUSG00000093368	118248689	118248782	Gm22800	-1	2
ENSMUSG00000064707	112931424	112931583	Gm22507	1	10
ENSMUSG00000077283	128774846	128774963	n-R5s158	-1	7
ENSMUSG00000093562	41213776	41213853	Gm23090	-1	4
ENSMUSG00000088850	66305889	66306025	Gm24729	1	1
ENSMUSG00000088317	106636318	106636583	Gm26185	1	9
ENSMUSG00000088935	121024360	121024462	Gm25924	-1	7
ENSMUSG00000094919	59432407	59432485	Gm26389	-1	7
ENSMUSG00000088436	17116804	17116900	Gm25382	1	10
ENSMUSG00000098646	22113944	22114013	Mir7084	-1	9
ENSMUSG00000088656	63584736	63584842	Gm24848	1	18
ENSMUSG00000065691	78314165	78314283	n-R5s77	1	10
ENSMUSG00000065212	81638311	81638469	Gm26264	1	6
ENSMUSG00000089271	91242995	91243097	Gm24552	1	7
ENSMUSG00000065864	26497655	26497785	Gm24031	1	14
ENSMUSG00000098701	128382838	128382906	Mir6914	1	10
ENSMUSG00000098671	107096025	107096106	Mir7075	-1	8
ENSMUSG00000088738	96916945	96917007	Gm27579	1	4
ENSMUSG00000088653	53843407	53843509	Gm24851	1	3
ENSMUSG00000077794	175800514	175800689	Gm25560	1	1
ENSMUSG00000095541	46367365	46367485	Gm24617	1	18
ENSMUSG00000104879	41948832	41948958	Gm44490	1	X
ENSMUSG00000094850	15680004	15680110	Gm24319	1	19
ENSMUSG00000098624	137296624	137296688	Mir7036	-1	5
ENSMUSG00000095828	59419323	59419401	Gm25449	-1	7
ENSMUSG00000089276	59626580	59626664	Gm24545	1	1
ENSMUSG00000096281	59510934	59511012	Gm22255	-1	7
ENSMUSG00000099317	85614662	85614735	Gm27610	1	17
ENSMUSG00000088989	20844754	20844877	Gm25605	1	13
ENSMUSG00000077667	118832565	118832678	Gm26147	1	7
ENSMUSG00000064796	96414437	96414859	Terc	-1	3
ENSMUSG00000106400	28746198	28746266	Mir216c	-1	11
ENSMUSG00000084492	116625122	116625242	n-R5s157	-1	7
ENSMUSG00000094297	10475300	10475426	Mir669k	1	2
ENSMUSG00000077454	34162324	34162426	Gm25918	1	5
ENSMUSG00000077465	89158999	89159126	Gm26423	1	9
ENSMUSG00000077758	116371939	116372068	Gm23527	-1	6
ENSMUSG00000064393	110421361	110421467	Gm23627	-1	8
ENSMUSG00000093645	130277195	130277280	Gm23187	1	2
ENSMUSG00000099091	163068090	163068155	Mir7003	1	2
ENSMUSG00000092693	75764322	75764431	Gm22923	1	16
ENSMUSG00000080405	10482812	10482931	Gm23651	1	2
ENSMUSG00000098998	62038029	62038201	Gm27913	1	15
ENSMUSG00000065749	109679945	109680013	AF357428	1	12
ENSMUSG00000076323	42274964	42275062	Gm26339	1	19
ENSMUSG00000077127	66776757	66776818	Mir743	-1	X
ENSMUSG00000084603	3615529	3615855	Gm22204	1	8
ENSMUSG00000098425	96032678	96032892	Gm24949	1	11
ENSMUSG00000088121	103658237	103658407	Gm25721	1	5
ENSMUSG00000064549	54972431	54972537	Gm22977	1	16
ENSMUSG00000088108	95330600	95330737	Snora47	1	13
ENSMUSG00000093258	66164556	66164662	Gm22929	-1	5
ENSMUSG00000070102	63256851	63256932	Mir455	1	4
ENSMUSG00000089320	20184832	20184961	Gm25976	1	15
ENSMUSG00000087730	41172742	41172844	Gm24650	-1	4
ENSMUSG00000098363	10191375	10191439	Mir6993	1	19
ENSMUSG00000088015	119390472	119390561	Mir1932	1	11
ENSMUSG00000094521	38615375	38615481	Gm22911	-1	10
ENSMUSG00000064775	64413648	64413750	Gm25205	1	6
ENSMUSG00000099049	96495132	96495213	Gm27289	-1	9
ENSMUSG00000098751	26669547	26669608	Mir7672	-1	14
ENSMUSG00000064829	26912218	26912291	Gm22879	1	2
ENSMUSG00000092862	40993695	40993758	Mir3094	1	4
ENSMUSG00000089217	50022621	50022915	Gm23385	1	X
ENSMUSG00000089065	105975575	105975885	Gm24363	-1	4
ENSMUSG00000094917	59484948	59485026	Gm26390	-1	7
ENSMUSG00000084566	90981225	90981547	Gm26477	1	12
ENSMUSG00000065444	84208672	84208758	Mir27a	1	8
ENSMUSG00000084444	30141843	30141945	n-R5s32	-1	16
ENSMUSG00000088299	122446858	122447126	Gm26414	1	7
ENSMUSG00000077380	95332618	95332749	Gm22661	1	13
ENSMUSG00000065220	79703484	79703590	Gm25794	-1	10
ENSMUSG00000088865	141714781	141715091	Gm23069	-1	6
ENSMUSG00000084675	14718358	14718480	Gm26026	-1	19
ENSMUSG00000088699	99484591	99484702	Gm22328	-1	6
ENSMUSG00000064527	73611516	73611622	Gm26438	1	18
ENSMUSG00000088371	89563360	89563474	Gm25180	1	1
ENSMUSG00000106440	21833093	21833230	Gm44466	1	13
ENSMUSG00000075833	4758547	4758653	Gm22003	1	12
ENSMUSG00000065734	62603450	62603521	Snord49a	1	11
ENSMUSG00000093264	120346736	120346819	Gm23419	-1	11
ENSMUSG00000070249	38798171	38798277	Gm23520	-1	11
ENSMUSG00000096587	10491048	10491130	Mir467a-6	1	2
ENSMUSG00000064591	37824242	37824347	Gm22302	-1	7
ENSMUSG00000084664	61867056	61867368	Gm23213	1	12
ENSMUSG00000077176	124146281	124146409	Gm25759	1	7
ENSMUSG00000077178	78779859	78779994	Gm25756	1	5
ENSMUSG00000096190	59884499	59884592	Snord116l6	-1	7
ENSMUSG00000092781	81271597	81271687	Mir3057	1	10
ENSMUSG00000094251	32225653	32225737	Gm25632	1	2
ENSMUSG00000106368	32067171	32067296	Gm44453	1	9
ENSMUSG00000092829	76958422	76958498	Gm23159	-1	4
ENSMUSG00000077735	147200124	147200253	Gm24556	-1	5
ENSMUSG00000099183	13262198	13262279	Gm27881	1	1
ENSMUSG00000088161	104485957	104486286	Gm23537	1	1
ENSMUSG00000087919	14239618	14239744	Gm24908	1	4
ENSMUSG00000084465	62869714	62869832	n-R5s47	1	14
ENSMUSG00000093167	45657961	45658053	Mir5131	-1	14
ENSMUSG00000077607	81338274	81338404	Gm25803	-1	4
ENSMUSG00000092738	76533134	76533212	Mir5135	-1	12
ENSMUSG00000104758	74341990	74342067	Mir691	-1	16
ENSMUSG00000089148	91184919	91185183	Gm23408	-1	8
ENSMUSG00000089389	123518231	123518367	Gm24682	1	5
ENSMUSG00000088663	92882451	92882555	Gm25332	1	X
ENSMUSG00000064377	59344073	59344151	Gm24966	-1	7
ENSMUSG00000065488	102973350	102973434	Mir196a-2	1	15
ENSMUSG00000065538	117250817	117250885	Mir153	1	12
ENSMUSG00000095939	63481214	63481276	Gm25702	-1	15
ENSMUSG00000095305	31163526	31163632	Gm23790	-1	10
ENSMUSG00000098266	31626446	31626543	Gm27516	-1	13
ENSMUSG00000098733	96040845	96040968	Gm27833	-1	16
ENSMUSG00000093408	20863126	20863182	Mir5617	-1	X
ENSMUSG00000077598	96560761	96560864	Gm26011	-1	6
ENSMUSG00000096130	5885595	5885704	Gm25144	1	3
ENSMUSG00000093119	64971669	64971793	Gm25640	-1	9
ENSMUSG00000088218	146387742	146387844	Gm22078	-1	3
ENSMUSG00000088674	62919559	62919841	Gm22803	1	10
ENSMUSG00000088438	27318847	27318978	Gm25387	-1	11
ENSMUSG00000088608	94821529	94821655	Gm24186	-1	10
ENSMUSG00000106611	81735927	81736015	Gm22048	1	5
ENSMUSG00000088842	25188361	25188643	Gm26356	-1	5
ENSMUSG00000096694	116242504	116242567	Gm23190	-1	12
ENSMUSG00000094454	83812588	83812695	Gm22624	-1	Y
ENSMUSG00000084462	82754872	82754979	n-R5s154	-1	7
ENSMUSG00000077555	60717317	60717439	Gm23708	-1	5
ENSMUSG00000080635	72899882	72899987	Gm25509	-1	18
ENSMUSG00000094550	59441762	59441840	Gm22393	-1	7
ENSMUSG00000089462	78550508	78550737	Gm23149	-1	2
ENSMUSG00000093203	127891988	127892113	Gm22411	1	2
ENSMUSG00000077449	75768068	75768197	Gm23127	1	13
ENSMUSG00000088195	162850158	162850264	Gm23901	-1	X
ENSMUSG00000094377	115490254	115490394	Gm24407	1	5
ENSMUSG00000094897	50405813	50405919	Gm22288	1	X
ENSMUSG00000094382	32221970	32222054	Gm22192	1	2
ENSMUSG00000098853	7886444	7886505	Gm27393	-1	11
ENSMUSG00000076445	25828632	25828727	Gm24865	-1	7
ENSMUSG00000089458	148151150	148151462	Gm24221	1	2
ENSMUSG00000064743	93413218	93413324	Gm24856	-1	11
ENSMUSG00000105165	139957566	139957622	Mir7686	-1	7
ENSMUSG00000096771	8949921	8950053	Gm22115	-1	13
ENSMUSG00000092815	6803587	6803670	Mir3099	1	7
ENSMUSG00000104933	10479088	10479171	Mir466e	1	2
ENSMUSG00000088739	47200627	47200764	Gm23891	1	3
ENSMUSG00000104757	67629014	67629106	Gm44391	-1	8
ENSMUSG00000092917	145039344	145039414	Mir3472	1	X
ENSMUSG00000077516	149841530	149841661	n-R5s219	1	1
ENSMUSG00000080615	132310691	132310764	Snord99	1	4
ENSMUSG00000092997	61733685	61733782	Gm23917	-1	7
ENSMUSG00000093082	90796186	90796255	Gm24322	-1	5
ENSMUSG00000077239	20684239	20684313	Snord66	1	16
ENSMUSG00000089219	29083636	29083694	Mir1963	-1	7
ENSMUSG00000088171	25339651	25339745	Gm25220	1	2
ENSMUSG00000092737	113424719	113424788	Gm24022	-1	12
ENSMUSG00000095160	35440254	35440363	Gm25548	-1	16
ENSMUSG00000077815	3218626	3218708	Mir290a	1	7
ENSMUSG00000098946	105123062	105123183	Gm27636	-1	2
ENSMUSG00000077366	69962315	69962445	Gm23484	-1	3
ENSMUSG00000087940	28309760	28309891	Gm24246	1	18
ENSMUSG00000093134	43797417	43797533	Gm25996	1	16
ENSMUSG00000088598	11607389	11607438	Gm24599	-1	19
ENSMUSG00000095314	59498041	59498119	Gm25462	-1	7
ENSMUSG00000104566	133717050	133717108	Mir7227	-1	4
ENSMUSG00000077138	4580069	4580178	Gm23577	-1	7
ENSMUSG00000098500	122622265	122622375	Mir6396	-1	8
ENSMUSG00000076983	10472254	10472343	Mir297a-2	1	2
ENSMUSG00000064675	24820545	24820702	Gm22810	-1	15
ENSMUSG00000064566	8220004	8220114	Gm24144	1	15
ENSMUSG00000098537	52158432	52158556	Gm27867	1	6
ENSMUSG00000076453	79738431	79738528	Mir759	1	14
ENSMUSG00000077463	24548841	24548977	Gm26418	-1	1
ENSMUSG00000098560	121084609	121084706	Gm27530	-1	8
ENSMUSG00000092751	82959218	82959296	Mir3080	-1	15
ENSMUSG00000095290	8203866	8203975	Gm24196	-1	5
ENSMUSG00000077146	43887194	43887324	Gm22939	1	6
ENSMUSG00000077872	66801508	66801585	Mir878	-1	X
ENSMUSG00000094290	63198031	63198156	Gm27512	1	1
ENSMUSG00000098613	102999848	102999921	Mir6931	-1	11
ENSMUSG00000106470	45173303	45173361	Mir7055	1	7
ENSMUSG00000089002	62384918	62385052	Gm23855	1	13
ENSMUSG00000095361	108466944	108467050	Gm24967	-1	4
ENSMUSG00000080384	39749317	39749432	Gm22105	1	10
ENSMUSG00000076361	30165918	30165992	Mir182	-1	6
ENSMUSG00000098953	40598374	40598543	Gm27348	-1	2
ENSMUSG00000106465	103573085	103573133	Mir374c	1	X
ENSMUSG00000091037	90917643	90917914	Gm17661	1	2
ENSMUSG00000088958	86586453	86586583	Scarna8	-1	4
ENSMUSG00000077453	142485322	142485447	Gm25915	-1	X
ENSMUSG00000105805	18098152	18098262	Gm44498	-1	9
ENSMUSG00000088940	38473120	38473202	Gm24930	-1	19
ENSMUSG00000077095	10509584	10509687	Gm24342	1	2
ENSMUSG00000089465	34960019	34960148	Gm23702	1	9
ENSMUSG00000105951	57681814	57681909	Gm44491	1	18
ENSMUSG00000089381	120903460	120903563	Gm24678	1	4
ENSMUSG00000098536	52162010	52162111	Gm27868	1	6
ENSMUSG00000093100	75551429	75551511	Mir3971	1	11
ENSMUSG00000093169	76290879	76290968	Mir3079	-1	15
ENSMUSG00000095376	123606613	123606731	Gm22109	-1	8
ENSMUSG00000106312	85588977	85589059	Gm44378	1	X
ENSMUSG00000106199	22654283	22654350	Mir3967	1	2
ENSMUSG00000064424	101223592	101223698	Gm22749	-1	12
ENSMUSG00000064387	132352775	132352979	Snora73a	-1	4
ENSMUSG00000094077	13599660	13599768	Gm22323	-1	19
ENSMUSG00000088797	118753554	118753752	Gm22537	1	12
ENSMUSG00000089262	85150336	85150451	Gm22893	1	6
ENSMUSG00000094887	587624	625594	AC163611.2	1	JH584299.1
ENSMUSG00000077290	157713668	157713801	Gm25407	-1	2
ENSMUSG00000105610	96245826	96245963	Gm47313	-1	3
ENSMUSG00000088538	97336495	97336632	Gm23276	-1	14
ENSMUSG00000091028	3000922	3002330	Gm10722	1	9
ENSMUSG00000098787	108081498	108081583	Mir7088	1	9
ENSMUSG00000099111	38594158	38594228	Gm27369	1	18
ENSMUSG00000065215	77898283	77898446	Gm26263	-1	1
ENSMUSG00000098347	130016292	130016408	Mir6339	-1	2
ENSMUSG00000087989	63585922	63586022	Gm22228	1	7
ENSMUSG00000065158	12589565	12589791	Gm25483	1	13
ENSMUSG00000064453	107904555	107904648	Snord21	1	5
ENSMUSG00000093029	64647633	64647749	Gm25306	-1	5
ENSMUSG00000088403	86809957	86810258	Gm25888	1	12
ENSMUSG00000105318	24969994	24970079	Gm44480	1	X
ENSMUSG00000098731	114404468	114404539	Mir7027	1	5
ENSMUSG00000088454	93344684	93344787	Gm26371	1	15
ENSMUSG00000096085	98049822	98049928	Gm24465	1	1
ENSMUSG00000089614	51493653	51493782	Gm23505	-1	2
ENSMUSG00000064686	22224244	22224351	Gm25810	1	16
ENSMUSG00000065808	46403875	46404198	Gm23037	1	17
ENSMUSG00000064472	55555622	55555712	Gm23407	-1	9
ENSMUSG00000046145	59549154	59549625	1700018M17Rik	1	4
ENSMUSG00000065612	73254815	73254882	Mir151	-1	15
ENSMUSG00000087746	65907163	65907222	Gm25150	-1	18
ENSMUSG00000096730	3536	11935	Vmn2r122	1	JH584292.1
ENSMUSG00000096451	25694114	25694220	Gm22645	-1	17
ENSMUSG00000095131	123555763	123555881	n-R5s110	-1	8
ENSMUSG00000065722	58290251	58290357	Gm26166	-1	3
ENSMUSG00000096120	41406498	41407040	Gm21800	1	Y
ENSMUSG00000095880	39460330	39460439	Gm26429	-1	17
ENSMUSG00000077708	48617823	48617954	Gm24071	1	17
ENSMUSG00000087784	124257763	124258026	Gm23171	1	5
ENSMUSG00000064670	87621014	87621120	Gm22808	-1	16
ENSMUSG00000077713	9532511	9532669	Gm25728	-1	X
ENSMUSG00000088425	48684709	48684827	Gm24422	1	11
ENSMUSG00000094034	59358890	59358968	Gm24653	-1	7
ENSMUSG00000089189	33729509	33729584	Gm22943	1	17
ENSMUSG00000095509	10481248	10481320	Mir467b	1	2
ENSMUSG00000104552	71794186	71794290	Gm47309	1	15
ENSMUSG00000095693	5248359	5249441	Gm21820	-1	Y
ENSMUSG00000076067	27936655	27936750	Mir592	-1	6
ENSMUSG00000084548	119297245	119297361	n-R5s175	1	5
ENSMUSG00000077251	43833683	43833811	Gm26074	-1	16
ENSMUSG00000065865	117536301	117536464	Gm24030	1	1
ENSMUSG00000089095	58231472	58231575	Gm25660	-1	18
ENSMUSG00000094960	59711009	59711102	Gm22417	-1	7
ENSMUSG00000084658	80382302	80382384	Gm22721	1	10
ENSMUSG00000070023	60430024	60503198	Gm10283	-1	8
ENSMUSG00000095346	67927261	67946421	Gm21905	-1	5
ENSMUSG00000106007	38982903	38983035	Gm23128	-1	8
ENSMUSG00000077639	77052947	77053067	Gm22772	1	11
ENSMUSG00000076287	131498639	131498802	Gm24273	-1	1
ENSMUSG00000089561	46272051	46272147	Gm24669	1	8
ENSMUSG00000088548	98383402	98383491	Gm24960	-1	4
ENSMUSG00000096564	112590772	112590878	Gm24099	-1	4
ENSMUSG00000065903	64800511	64800616	Gm26111	1	X
ENSMUSG00000095289	11154337	11154437	Gm22547	1	3
ENSMUSG00000077222	107905177	107905308	Gm22270	1	5
ENSMUSG00000077702	20889484	20889568	Gm24067	1	9
ENSMUSG00000093835	6338882	6338991	Gm23147	-1	3
ENSMUSG00000057577	48924116	48924491	Gm10025	1	5
ENSMUSG00000065427	156053905	156053987	Mir429	-1	4
ENSMUSG00000088782	30889096	30889230	Gm25375	1	16
ENSMUSG00000096586	100139501	100139610	Gm22918	1	10
ENSMUSG00000089266	82384366	82384529	Gm22891	-1	14
ENSMUSG00000104683	141029928	141030008	Gm44385	1	5
ENSMUSG00000088136	85297452	85297749	Gm22587	-1	11
ENSMUSG00000096817	22204575	22204675	Gm25084	-1	13
ENSMUSG00000090805	25190	25788	CAAA01165726.1	1	GL456233.1
ENSMUSG00000064782	49289298	49289403	Gm22685	1	4
ENSMUSG00000094760	123604948	123605066	n-R5s139	-1	8
ENSMUSG00000089327	25513451	25513575	Gm25975	-1	4
ENSMUSG00000088298	109115225	109115516	Gm26415	-1	X
ENSMUSG00000094007	37256784	37256893	Gm24169	-1	3
ENSMUSG00000058508	153785053	153785134	Gm10042	1	3
ENSMUSG00000098740	91106210	91106270	Gm27475	1	17
ENSMUSG00000080350	11303218	11303338	Gm26248	-1	7
ENSMUSG00000087728	20807034	20807354	Gm26274	1	9
ENSMUSG00000088205	50809651	50809763	Gm23392	1	11
ENSMUSG00000093009	34950952	34951017	Snord52	-1	17
ENSMUSG00000065495	45121757	45121821	Mir150	1	7
ENSMUSG00000080334	84156757	84156877	Gm25110	1	8
ENSMUSG00000076121	73206763	73206851	Mir687	-1	14
ENSMUSG00000088208	125121724	125121859	Gm23751	1	6
ENSMUSG00000087846	30347371	30347466	Gm25625	-1	6
ENSMUSG00000088220	41744804	41745053	Gm22601	1	19
ENSMUSG00000089414	34006306	34006392	Gm22010	1	4
ENSMUSG00000095972	67174885	67174991	Gm23512	-1	18
ENSMUSG00000088787	69075015	69075115	Gm25371	1	11
ENSMUSG00000077265	86038685	86038788	Gm24430	-1	10
ENSMUSG00000087995	83721296	83721392	Gm25054	1	6
ENSMUSG00000092966	47919192	47919273	Gm22240	-1	19
ENSMUSG00000064833	77418417	77418576	Gm25926	1	12
ENSMUSG00000074922	24476502	24477356	Fam122a	-1	19
ENSMUSG00000084546	113717914	113718047	Gm24937	-1	1
ENSMUSG00000077059	79949187	79949282	Gm24541	1	7
ENSMUSG00000095672	160465	162404	AC133103.5	-1	GL456211.1
ENSMUSG00000076230	156410929	156411024	Gm22758	-1	2
ENSMUSG00000092827	180257536	180257611	Mir3091	1	2
ENSMUSG00000065752	64175048	64175115	Gm23344	1	9
ENSMUSG00000099285	45160695	45160801	Gm27989	1	3
ENSMUSG00000096432	136757510	136757609	Gm22132	-1	1
ENSMUSG00000094236	59695744	59695837	Gm24609	-1	7
ENSMUSG00000065181	12368623	12368832	Gm25139	1	10
ENSMUSG00000088404	10510048	10510156	Gm25885	1	X
ENSMUSG00000096201	3036877	3038316	Gm10715	1	9
ENSMUSG00000087957	63509895	63510014	Gm22560	1	18
ENSMUSG00000088281	45254453	45254554	Gm23585	-1	7
ENSMUSG00000098972	32687630	32687766	Mir8093	-1	2
ENSMUSG00000095506	66254786	66254892	Gm22448	1	16
ENSMUSG00000105544	94394818	94394927	Gm44477	-1	X
ENSMUSG00000088358	115723695	115723832	Gm24008	-1	6
ENSMUSG00000077671	164621922	164622052	Gm24473	1	2
ENSMUSG00000098908	38207463	38207591	Gm27931	-1	16
ENSMUSG00000094969	26580802	26580927	Gm22420	-1	17
ENSMUSG00000096430	59426795	59426873	Gm22130	-1	7
ENSMUSG00000084629	116476896	116476999	Gm25112	-1	12
ENSMUSG00000069518	116956824	116972609	Gm10271	-1	10
ENSMUSG00000064581	96588827	96588956	Gm25133	1	14
ENSMUSG00000093011	41531425	41531504	Mir100	1	9
ENSMUSG00000076379	67236660	67236726	Mir190a	-1	9
ENSMUSG00000077276	55956782	55956913	Gm22784	-1	3
ENSMUSG00000092995	61631880	61631972	Mir16-1	-1	14
ENSMUSG00000065858	18445875	18446030	Gm22350	1	14
ENSMUSG00000095393	139786983	139787086	Gm25619	1	1
ENSMUSG00000093021	36798698	36798771	Gm25303	-1	15
ENSMUSG00000063277	7640895	7643972	Gm10128	-1	14
ENSMUSG00000096832	23710991	23711061	Gm50451	-1	5
ENSMUSG00000080485	3927199	3927286	Gm23493	1	16
ENSMUSG00000098845	10858427	10858518	Gm27894	1	6
ENSMUSG00000096646	86316	87710	CR974586.5	-1	JH584293.1
ENSMUSG00000052241	47453776	47454320	A930035D04Rik	-1	6
ENSMUSG00000079264	140729284	140756053	Gm11077	1	6
ENSMUSG00000093147	32593469	32593573	Gm23369	-1	2
ENSMUSG00000099267	78891840	78891913	Mir6955	1	15
ENSMUSG00000084426	73795128	73795257	Gm25105	-1	9
ENSMUSG00000084555	133797582	133797719	Gm25270	-1	4
ENSMUSG00000098491	116725899	116725989	Gm27688	1	4
ENSMUSG00000095033	36403779	36403885	Gm22349	1	16
ENSMUSG00000105424	49096289	49096433	Gm44304	-1	17
ENSMUSG00000092643	46434808	46434869	Gm23562	-1	15
ENSMUSG00000089454	15874661	15874789	Gm24228	1	18
ENSMUSG00000065277	37317477	37317578	Gm25126	-1	8
ENSMUSG00000080600	78754426	78754522	Gm23840	-1	11
ENSMUSG00000084498	54866261	54866379	n-R5s98	1	8
ENSMUSG00000099017	126367971	126368045	Mir7058	-1	7
ENSMUSG00000095435	94869464	94869533	Gm22745	1	16
ENSMUSG00000089490	111992110	111992424	Gm26362	1	6
ENSMUSG00000096889	10499763	10499889	Gm23571	1	2
ENSMUSG00000092123	155735810	155735866	Gm17581	-1	2
ENSMUSG00000064572	100769023	100769128	Gm25801	-1	12
ENSMUSG00000096809	24893980	24894086	Gm23410	1	10
ENSMUSG00000077190	57054150	57054279	Gm22269	1	3
ENSMUSG00000098866	67859636	67859745	Mir6539	-1	14
ENSMUSG00000098385	152201807	152202142	Gm27500	-1	4
ENSMUSG00000088972	130782701	130782804	Gm23761	1	5
ENSMUSG00000088582	148326980	148327108	Gm22966	-1	1
ENSMUSG00000087863	4382878	4383204	Gm24442	1	6
ENSMUSG00000077851	36645373	36645453	Mir876	-1	4
ENSMUSG00000064883	98275725	98275838	Gm24203	1	4
ENSMUSG00000087867	25078772	25078903	Gm24443	-1	6
ENSMUSG00000093883	13465037	13465579	Gm21866	-1	Y
ENSMUSG00000106406	151442393	151442450	Mir7682	1	1
ENSMUSG00000067627	9864251	9870315	Gm10217	1	8
ENSMUSG00000093660	113288273	113288438	Gm26505	1	2
ENSMUSG00000095299	48695982	48696088	Gm25380	-1	14
ENSMUSG00000094337	82993	86051	Gm3286	-1	GL456354.1
ENSMUSG00000077701	14079809	14079940	Gm24068	-1	4
ENSMUSG00000077039	100861793	100861901	Gm25537	1	1
ENSMUSG00000096896	90997862	90997993	Gm25244	-1	4
ENSMUSG00000098319	140427339	140427409	Mir7038	1	5
ENSMUSG00000096314	12358898	12359007	Gm23521	-1	7
ENSMUSG00000064854	106780114	106780220	Gm24527	-1	13
ENSMUSG00000089284	129156754	129156885	Gm26029	-1	X
ENSMUSG00000074108	106927769	106928413	Rpl10-ps2	-1	8
ENSMUSG00000077709	24720772	24720905	Snora64	1	17
ENSMUSG00000064514	64177123	64177193	Gm22455	1	9
ENSMUSG00000089507	70228747	70228874	Gm23477	-1	3
ENSMUSG00000077549	109839295	109839379	Snord71	1	8
ENSMUSG00000099191	51837151	51837257	Gm27375	1	14
ENSMUSG00000080415	169061120	169061240	Gm26469	1	2
ENSMUSG00000098882	84168270	84168377	Mir6392	1	15
ENSMUSG00000093067	108844478	108844563	Gm23156	1	9
ENSMUSG00000080411	109715671	109715791	Mir1193	1	12
ENSMUSG00000065589	87113004	87113089	Mir301	1	11
ENSMUSG00000095989	29988388	29988489	Gm23049	1	6
ENSMUSG00000087997	151926348	151926409	Gm25056	-1	3
ENSMUSG00000084497	77840657	77840756	Gm22107	-1	15
ENSMUSG00000088327	30514578	30514684	Gm25666	-1	5
ENSMUSG00000106362	23497749	23497839	Gm47279	-1	11
ENSMUSG00000075952	70596815	70596921	Gm23422	1	1
ENSMUSG00000088086	122812564	122812831	Gm25341	1	9
ENSMUSG00000088334	180837838	180837955	Gm22842	1	2
ENSMUSG00000096067	59544615	59544693	Gm23682	-1	7
ENSMUSG00000064798	149817732	149817840	n-R5s193	1	4
ENSMUSG00000095878	140692697	140692792	Gm23045	1	4
ENSMUSG00000093311	134326454	134326522	Mir3965	1	5
ENSMUSG00000106655	82698275	82698333	Mir3961	-1	13
ENSMUSG00000065787	144960734	144960839	Gm22681	-1	1
ENSMUSG00000098770	33592607	33592713	Gm27440	-1	19
ENSMUSG00000095256	26959103	26959221	n-R5s209	-1	1
ENSMUSG00000099045	83400996	83401102	Mir6374	-1	6
ENSMUSG00000094754	17206021	17206127	Gm25020	1	13
ENSMUSG00000095701	96328425	96328590	Gm24830	1	3
ENSMUSG00000105913	45126918	45126991	Mir5121	-1	7
